  Depth   SampleID      Ti        Ta        P1       P1sigma      P2       P2sigma      DA       DAsigma  
    4.640     10      -16.0     -15.8       1.7331     0.0025     1.6966     0.0016    0.03657    0.00150 
    4.760     11      -16.3     -16.0       1.7621     0.0009     1.7291     0.0005    0.03300    0.00046 
    4.765     11      -15.9     -15.6       1.7541     0.0010     1.7226     0.0012    0.03153    0.00040 
    4.770     11      -16.2     -15.8       1.7548     0.0013     1.7215     0.0017    0.03330    0.00223 
    4.775     11      -16.1     -15.6       1.7564     0.0009     1.7233     0.0012    0.03310    0.00035 
    4.780     11      -16.1     -15.6       1.7607     0.0008     1.7262     0.0014    0.03450    0.00128 
    4.785     11      -16.1     -15.6       1.7682     0.0014     1.7337     0.0020    0.03457    0.00097 
    4.790     11      -16.2     -15.6       1.7697     0.0016     1.7363     0.0029    0.03333    0.00131 
    4.795     11      -16.0     -15.5       1.7602     0.0004     1.7290     0.0003    0.03123    0.00068 
    4.800     11      -16.1     -15.5       1.7433     0.0012     1.7136     0.0014    0.02973    0.00251 
    4.805     11      -16.1     -15.5       1.7183     0.0004     1.7306     0.0632    0.02410    0.00071 
    4.820     11      -16.2     -16.7       1.7017     0.0006     1.6805     0.0026    0.02215    0.00346 
    4.850     11      -16.3     -17.2       1.7222     0.0030     1.6906     0.0071    0.02935    0.00219 
    4.855     11      -16.4     -17.1       1.7243     0.0029     1.6961     0.0036    0.02775    0.00035 
    4.860     11      -16.0     -16.5       1.7235     0.0033     1.6956     0.0050    0.02680    0.00028 
    4.865     11      -16.4     -16.8       1.7263     0.0028     1.6957     0.0056    0.02890    0.00042 
    4.870     11      -16.4     -16.6       1.7382     0.0013     1.7049     0.0020    0.03327    0.00072 
    4.875     11      -16.2     -16.4       1.7553     0.0003     1.7174     0.0007    0.03787    0.00051 
    4.880     11      -16.2     -16.3       1.7610     0.0004     1.7230     0.0004    0.03800    0.00061 
    4.885     11      -16.2     -16.2       1.7545     0.0006     1.7178     0.0003    0.03670    0.00062 
    4.890     11      -16.0     -15.9       1.7407     0.0003     1.7060     0.0010    0.03467    0.00120 
    4.895     11      -16.3     -16.1       1.7288     0.0006     1.6942     0.0010    0.03457    0.00040 
    4.900     11      -16.0     -15.8       1.7218     0.0012     1.6879     0.0005    0.03383    0.00105 
    4.905     11      -16.2     -15.8       1.7186     0.0023     1.6820     0.0012    0.03653    0.00335 
    4.910     11      -16.2     -15.8       1.7150     0.0011     1.6838     0.0020    0.03117    0.00138 
    4.915     11      -16.2     -15.8       1.7224     0.0024     1.6908     0.0022    0.03163    0.00307 
    4.920     11      -16.0     -15.6       1.7215     0.0017     1.6917     0.0014    0.02980    0.00123 
    4.925     11      -15.9     -15.4       1.7150     0.0006     1.6793     0.0031    0.03395    0.00064 
    4.960     11      -16.2     -16.6       1.8244     0.0042     1.7752     0.0026    0.04915    0.00064 
    4.965     11      -16.2     -16.9       1.8385     0.0017     1.7838     0.0011    0.05470    0.00014 
    4.970     11      -16.2     -17.0       1.8348     0.0063     1.7506     0.0503    0.05515    0.00120 
    4.975     11      -16.1     -17.0       1.8553     0.0004     1.7946     0.0003    0.06060    0.00071 
    4.980     11      -16.2     -17.0       1.8540     0.0054     1.7242     0.1242    0.05810    0.00156 
    4.985     11      -16.3     -17.2       1.8587     0.0044     1.7210     0.1375    0.05830    0.00085 
    4.990     11      -16.2     -17.0       1.8540     0.0056     1.7163     0.1387    0.05765    0.00078 
    4.995     11      -16.3     -17.0       1.8611     0.0016     1.8001     0.0010    0.06085    0.00021 
    5.000     11      -16.3     -16.8       1.8581     0.0057     1.7307     0.1184    0.05900    0.00085 
    5.005     11      -16.2     -16.6       1.8723     0.0042     1.7339     0.1367    0.05945    0.00078 
    5.010     11      -16.2     -16.5       1.8805     0.0038     1.7385     0.1440    0.05885    0.00078 
    5.015     11      -16.4     -16.5       1.8814     0.0040     1.7333     0.1569    0.05750    0.00113 
    5.020     11      -16.3     -16.4       1.8779     0.0036     1.7344     0.1513    0.05605    0.00106 
    5.025     11      -16.3     -16.3       1.8643     0.0062     1.7344     0.1338    0.05270    0.00099 
    5.030     11      -16.4     -16.3       1.8520     0.0052     1.7204     0.1450    0.04790    0.00057 
    5.035     11      -16.0     -15.8       1.8070     0.0243     1.7004     0.1376    0.04110    0.00085 
    5.050     11      -16.2     -15.8       1.7466     0.0011     1.6851     0.0249    0.04710    0.00085 
    5.055     11      -16.2     -15.7       1.7767     0.0043     1.6973     0.0348    0.05920    0.00014 
    5.060     11      -16.0     -15.6       1.8105     0.0027     1.7445     0.0024    0.06600    0.00044 
    5.065     11      -15.9     -15.4       1.8273     0.0031     1.7611     0.0026    0.06620    0.00053 
    5.070     11      -16.1     -15.6       1.8412     0.0009     1.7747     0.0008    0.06647    0.00035 
    5.075     11      -16.1     -15.5       1.8434     0.0011     1.7791     0.0009    0.06430    0.00030 
    5.080     11      -16.0     -15.4       1.8389     0.0052     1.7776     0.0030    0.06190    0.00127 
    5.085     11      -16.0     -15.4       1.8376     0.0043     1.7765     0.0036    0.06110    0.00078 
    5.090     11      -16.0     -15.4       1.8350     0.0048     1.7749     0.0038    0.06013    0.00097 
    5.095     11      -15.8     -15.7       1.8296     0.0056     1.7713     0.0047    0.05830    0.00095 
    5.100     11      -15.9     -16.1       1.8267     0.0050     1.7699     0.0039    0.05683    0.00112 
    5.550     13      -16.2     -15.9       1.6207     0.0204     1.6251     0.0319    0.01395    0.01973 
    5.555     13      -16.2     -15.8       1.6312     0.0234     1.6295     0.0271    0.01730    0.02447 
    5.575     13      -15.9     -15.3       1.6689     0.0020     1.6465     0.0110    0.02870    0.00085 
    5.580     13      -15.9     -15.4       1.6742     0.0013     1.6527     0.0156    0.03040    0.00368 
    5.585     13      -16.0     -15.4       1.6817     0.0033     1.6618     0.0141    0.02995    0.00276 
    5.590     13      -16.0     -15.4       1.6954     0.0022     1.6630     0.0034    0.03240    0.00288 
    5.595     13      -15.8     -15.6       1.7103     0.0025     1.6772     0.0013    0.03310    0.00151 
    5.600     13      -15.7     -16.1       1.7258     0.0026     1.6889     0.0014    0.03687    0.00123 
    5.605     13      -15.9     -16.6       1.7372     0.0034     1.7013     0.0020    0.03593    0.00142 
    5.610     13      -16.1     -16.8       1.7464     0.0037     1.7111     0.0030    0.03530    0.00072 
    5.615     13      -16.2     -17.1       1.7553     0.0026     1.7199     0.0026    0.03543    0.00012 
    5.620     13      -16.1     -17.0       1.7557     0.0020     1.7217     0.0025    0.03403    0.00064 
    5.625     13      -16.0     -16.9       1.7485     0.0016     1.7066     0.0185    0.03100    0.00127 
    5.635     13      -16.1     -16.9       1.7403     0.0033     1.7120     0.0028    0.02830    0.00082 
    5.640     13      -16.1     -16.7       1.7449     0.0044     1.7159     0.0032    0.02903    0.00169 
    5.645     13      -16.3     -16.7       1.7424     0.0027     1.7137     0.0032    0.02870    0.00070 
    5.650     13      -16.1     -16.4       1.7341     0.0019     1.7031     0.0061    0.02760    0.00085 
    5.655     13      -16.3     -16.5       1.7299     0.0016     1.7003     0.0067    0.02630    0.00113 
    5.660     13      -16.1     -16.2       1.7351     0.0023     1.7071     0.0022    0.02810    0.00014 
    5.665     13      -16.3     -16.3       1.7392     0.0021     1.7094     0.0065    0.02720    0.00085 
    5.670     13      -16.2     -16.1       1.7399     0.0028     1.7110     0.0035    0.02840    0.00057 
    5.675     13      -16.2     -16.0       1.7446     0.0021     1.7153     0.0032    0.02933    0.00301 
    5.680     13      -16.2     -15.9       1.7506     0.0016     1.7195     0.0029    0.03107    0.00131 
    5.685     13      -16.2     -15.8       1.7571     0.0013     1.7252     0.0027    0.03193    0.00146 
    5.690     13      -16.0     -15.6       1.7636     0.0015     1.7295     0.0021    0.03417    0.00065 
    5.695     13      -16.1     -15.6       1.7674     0.0015     1.7326     0.0021    0.03480    0.00062 
    5.700     13      -16.1     -15.6       1.7674     0.0013     1.7324     0.0018    0.03500    0.00050 
    5.705     13      -16.0     -15.5       1.7634     0.0015     1.7287     0.0022    0.03467    0.00093 
    5.710     13      -16.0     -15.5       1.7632     0.0009     1.7288     0.0016    0.03440    0.00075 
    5.715     13      -16.0     -15.5       1.7709     0.0005     1.7353     0.0016    0.03560    0.00115 
    5.720     13      -15.9     -15.3       1.7790     0.0002     1.7425     0.0012    0.03647    0.00140 
    5.725     13      -16.0     -15.4       1.7868     0.0001     1.7495     0.0011    0.03730    0.00108 
    5.730     13      -16.0     -15.8       1.7985     0.0004     1.7592     0.0009    0.03933    0.00127 
    5.735     13      -15.7     -16.1       1.8183     0.0014     1.7742     0.0003    0.04410    0.00167 
    5.740     13      -15.9     -16.4       1.8407     0.0027     1.7928     0.0011    0.04783    0.00160 
    5.745     13      -16.1     -16.7       1.8587     0.0039     1.8083     0.0018    0.05040    0.00211 
    5.750     13      -16.0     -16.6       1.8733     0.0042     1.8211     0.0023    0.05220    0.00191 
    5.755     13      -16.0     -16.7       1.8930     0.0051     1.8375     0.0032    0.05543    0.00195 
    5.760     13      -16.1     -16.8       1.9115     0.0060     1.8526     0.0041    0.05893    0.00190 
    5.765     13      -16.1     -16.9       1.9194     0.0052     1.8589     0.0038    0.06053    0.00140 
    5.770     13      -16.2     -17.0       1.9149     0.0031     1.8555     0.0023    0.05937    0.00086 
    5.775     13      -16.2     -16.9       1.9056     0.0008     1.8486     0.0004    0.05700    0.00053 
    5.780     13      -15.9     -16.5       1.8904     0.0008     1.8377     0.0004    0.05263    0.00040 
    5.785     13      -16.2     -16.6       1.8585     0.0007     1.8113     0.0006    0.04720    0.00026 
    5.790     13      -16.1     -16.4       1.8129     0.0015     1.7722     0.0003    0.04070    0.00121 
    5.795     13      -16.3     -16.5       1.7727     0.0008     1.7354     0.0012    0.03727    0.00071 
    5.800     13      -16.2     -16.3       1.7605     0.0025     1.7229     0.0018    0.03760    0.00139 
    5.805     13      -16.0     -16.0       1.7618     0.0024     1.7238     0.0020    0.03793    0.00038 
    5.810     13      -15.9     -15.8       1.7701     0.0018     1.7300     0.0020    0.04007    0.00021 
    5.815     13      -15.9     -15.7       1.7831     0.0010     1.7403     0.0010    0.04277    0.00025 
    5.820     13      -16.0     -15.7       1.7934     0.0001     1.7500     0.0003    0.04340    0.00030 
    5.825     13      -16.1     -15.8       1.7915     0.0005     1.7511     0.0004    0.04033    0.00021 
    5.830     13      -16.0     -15.6       1.7790     0.0006     1.7436     0.0014    0.03460    0.00042 
    5.835     13      -16.2     -15.8       1.7670     0.0017     1.7352     0.0023    0.03180    0.00079 
    5.840     13      -16.2     -15.7       1.7656     0.0029     1.7368     0.0023    0.02877    0.00061 
    5.845     13      -15.9     -15.4       1.7701     0.0029     1.7426     0.0026    0.02743    0.00070 
    5.850     13      -16.0     -15.5       1.7714     0.0023     1.7473     0.0031    0.02410    0.00108 
    5.855     13      -16.0     -15.4       1.7668     0.0026     1.7431     0.0016    0.02370    0.00131 
    5.860     13      -16.1     -15.5       1.7550     0.0014     1.7290     0.0022    0.02593    0.00164 
    5.865     13      -16.0     -15.4       1.7417     0.0015     1.6962     0.0297    0.02930    0.00198 
    5.880     13      -15.7     -16.0       1.7823     0.0027     1.7425     0.0016    0.03983    0.00191 
    5.885     13      -15.9     -16.3       1.8478     0.0004     1.7664     0.0491    0.05290    0.00141 
    5.890     13      -16.1     -16.7       1.8956     0.0037     1.8414     0.0008    0.05420    0.00295 
    5.950     14      -15.9     -16.6       1.7731     0.0021     1.7347     0.0049    0.03550    0.00184 
    5.955     14      -16.1     -17.1       1.7817     0.0006     1.7436     0.0005    0.03813    0.00025 
    5.960     14      -15.9     -16.9       1.7819     0.0007     1.7463     0.0007    0.03557    0.00006 
    5.965     14      -16.1     -16.8       1.7757     0.0009     1.7427     0.0006    0.03300    0.00069 
    5.970     14      -16.0     -16.5       1.7641     0.0015     1.7316     0.0019    0.03253    0.00105 
    5.975     14      -16.1     -16.5       1.7553     0.0028     1.7218     0.0026    0.03353    0.00297 
    5.980     14      -16.3     -16.6       1.7557     0.0017     1.7221     0.0033    0.03363    0.00170 
    5.985     14      -15.8     -15.9       1.7579     0.0019     1.7207     0.0014    0.03720    0.00139 
    5.990     14      -16.1     -16.2       1.7694     0.0009     1.7321     0.0003    0.03730    0.00072 
    5.995     14      -16.0     -16.0       1.7798     0.0004     1.7429     0.0005    0.03690    0.00060 
    6.000     14      -16.1     -16.0       1.7896     0.0010     1.7520     0.0018    0.03760    0.00087 
    6.005     14      -16.0     -15.8       1.7941     0.0036     1.7547     0.0035    0.03933    0.00045 
    6.010     14      -16.0     -15.7       1.8016     0.0026     1.7597     0.0021    0.04190    0.00056 
    6.015     14      -16.0     -15.7       1.8013     0.0021     1.7601     0.0012    0.04127    0.00101 
    6.020     14      -16.0     -15.6       1.7817     0.0015     1.7463     0.0016    0.03540    0.00060 
    6.025     14      -16.0     -15.6       1.7474     0.0023     1.7282     0.0170    0.02880    0.00028 
    6.030     14      -16.0     -15.5       1.7093     0.0030     1.6811     0.0242    0.01580    0.00156 
