  Depth   SampleID      Ti        Ta        P1       P1sigma      P2       P2sigma      DA       DAsigma  
   60.885    148      -16.8     -16.1       2.5399     0.0006     2.5333     0.0007    0.00609    0.00006 
   60.890    148      -16.7     -16.0       2.5411     0.0004     2.5309     0.0004    0.00923    0.00029 
   60.895    148      -16.5     -15.7       2.5416     0.0006     2.5299     0.0008    0.01063    0.00070 
   60.900    148      -16.5     -15.6       2.5458     0.0001     2.5367     0.0004    0.00857    0.00036 
   60.905    148      -16.9     -16.1       2.5458     0.0004     2.5406     0.0006    0.00525    0.00042 
   60.910    148      -16.8     -15.9       2.5355     0.0007     2.5318     0.0007    0.00403    0.00114 
   60.915    148      -16.9     -16.0       2.5209     0.0002     2.5207     0.0002    0.00189    0.00000 
   60.920    148      -16.2     -15.4       2.5052     0.0011     2.5033     0.0005    0.00148    0.00147 
   60.930    148      -16.7     -15.8       2.5074     0.0004     2.5057     0.0001    0.00089    0.00026 
   60.935    148      -16.6     -15.7       2.5278     0.0002     2.5240     0.0002    0.00407    0.00035 
   60.940    148      -16.4     -16.1       2.5364     0.0012     2.5351     0.0005    0.00157    0.00134 
   60.945    148      -16.7     -17.1       2.5373     0.0011     2.5362     0.0005    0.00108    0.00129 
   60.950    148      -16.6     -17.2       2.5354     0.0005     2.5338     0.0009    0.00164    0.00000 
   60.955    148      -16.7     -17.3       2.5359     0.0002     2.5354     0.0001    0.00039    0.00006 
   60.960    148      -16.5     -17.2       2.5358     0.0002     2.5329     0.0003    0.00284    0.00012 
   60.965    148      -16.2     -17.1       2.5333     0.0003     2.5259     0.0004    0.00848    0.00058 
   60.970    148      -16.7     -17.0       2.5311     0.0003     2.5213     0.0009    0.01073    0.00105 
   60.975    148      -16.7     -16.6       2.5305     0.0008     2.5223     0.0003    0.00884    0.00064 
   60.980    148      -16.2     -15.9       2.5299     0.0005     2.5259     0.0005    0.00533    0.00006 
   60.985    148      -16.7     -16.2       2.5296     0.0009     2.5287     0.0006    0.00210    0.00144 
   60.990    148      -16.3     -15.7       2.5275     0.0008     2.5258     0.0002    0.00133    0.00000 
   60.995    148      -16.5     -15.8       2.5271     0.0013     2.5253     0.0003    0.00090    0.00000 
   61.000    148      -16.6     -15.8       2.5305     0.0012     2.5294     0.0006    0.00112    0.00131 
   61.005    148      -16.0     -15.1       2.5354     0.0002     2.5337     0.0012    0.00229    0.00012 
   61.010    148      -16.0     -15.0       2.5378     0.0002     2.5370     0.0011    0.00214    0.00000 
   61.015    148      -16.4     -15.3       2.5377     0.0004     2.5362     0.0011    0.00190    0.00000 
   61.020    148      -16.1     -15.0       2.5369     0.0008     2.5361     0.0003    0.00175    0.00000 
   61.025    148      -16.4     -15.2       2.5371     0.0012     2.5354     0.0003    0.00184    0.00136 
   61.030    148      -16.2     -14.9       2.5357     0.0005     2.5335     0.0008    0.00409    0.00114 
   61.035    148      -16.0     -14.7       2.5298     0.0012     2.5277     0.0003    0.00275    0.00153 
   61.040    148      -15.9     -14.5       2.5245     0.0007     2.5228     0.0006    0.00420    0.00095 
   61.045    148      -16.1     -14.6       2.5207     0.0003     2.5087     0.0005    0.01305    0.00021 
   61.050    148      -15.9     -14.4       2.5162     0.0006     2.5024     0.0014    0.01407    0.00081 
   61.055    148      -15.5     -14.0       2.5146     0.0003     2.5031     0.0004    0.01143    0.00031 
   61.060    148      -15.7     -14.1       2.5124     0.0003     2.5032     0.0004    0.00885    0.00012 
   61.065    148      -15.4     -13.8       2.5144     0.0007     2.5061     0.0005    0.00799    0.00107 
   61.070    148      -15.6     -14.3       2.5189     0.0003     2.5107     0.0011    0.00833    0.00083 
   61.075    148      -15.8     -14.8       2.5259     0.0006     2.5163     0.0007    0.00918    0.00092 
   61.080    148      -15.5     -14.8       2.5278     0.0005     2.5175     0.0013    0.01087    0.00178 
   61.085    148      -15.8     -15.3       2.5264     0.0003     2.5154     0.0010    0.01059    0.00072 
   61.090    148      -15.4     -15.2       2.5259     0.0007     2.5175     0.0022    0.00823    0.00162 
   61.110    148      -15.7     -15.8       2.5422     0.0005     2.5386     0.0006    0.00333    0.00095 
   61.115    148      -15.4     -15.6       2.5366     0.0003     2.5281     0.0004    0.00852    0.00012 
   61.120    148      -15.7     -16.0       2.5364     0.0001     2.5264     0.0003    0.00966    0.00017 
   61.125    148      -15.5     -15.8       2.5387     0.0002     2.5293     0.0001    0.00836    0.00012 
   61.130    148      -15.2     -15.6       2.5425     0.0003     2.5332     0.0002    0.00886    0.00036 
   61.135    148      -15.7     -16.2       2.5477     0.0002     2.5350     0.0010    0.01183    0.00111 
   61.140    148      -15.7     -16.4       2.5477     0.0002     2.5344     0.0009    0.01433    0.00067 
   61.145    148      -15.7     -16.5       2.5451     0.0003     2.5331     0.0014    0.01237    0.00122 
   61.150    148      -15.8     -16.7       2.5426     0.0004     2.5344     0.0004    0.00827    0.00056 
   61.155    148      -15.3     -16.1       2.5484     0.0002     2.5482     0.0001    0.00109    0.00020 
   61.160    148      -15.3     -16.2       2.5591     0.0001     2.5547     0.0006    0.00389    0.00055 
   61.165    148      -15.8     -16.7       2.5670     0.0001     2.5613     0.0013    0.00571    0.00127 
   61.170    148      -15.7     -16.7       2.5675     0.0006     2.5638     0.0008    0.00365    0.00026 
   61.175    148      -15.8     -16.9       2.5667     0.0002     2.5631     0.0003    0.00276    0.00045 
   61.180    148      -15.9     -17.1       2.5572     0.0009     2.5563     0.0005    0.00192    0.00107 
   61.185    148      -15.7     -16.7       2.5513     0.0009     2.5503     0.0006    0.00089    0.00137 
   61.190    148      -15.5     -16.2       2.5502     0.0006     2.5475     0.0004    0.00255    0.00032 
   61.195    148      -15.9     -16.5       2.5542     0.0009     2.5493     0.0002    0.00464    0.00083 
   61.200    148      -15.8     -16.2       2.5530     0.0004     2.5491     0.0008    0.00336    0.00067 
   61.205    148      -16.0     -16.2       2.5413     0.0004     2.5372     0.0003    0.00297    0.00067 
   61.210    148      -15.7     -15.8       2.5300     0.0004     2.5239     0.0004    0.00493    0.00006 
   61.215    148      -16.0     -16.0       2.5266     0.0006     2.5160     0.0007    0.00919    0.00010 
   61.265    149      -16.7     -17.0       2.4908     0.0001     2.4846     0.0007    0.00714    0.00070 
   61.270    149      -16.7     -16.9       2.4884     0.0003     2.4835     0.0007    0.00608    0.00045 
   61.275    149      -16.6     -16.6       2.4950     0.0003     2.4863     0.0004    0.01040    0.00072 
   61.280    149      -16.8     -16.8       2.5043     0.0004     2.4901     0.0007    0.01453    0.00050 
   61.285    149      -16.7     -16.6       2.5104     0.0009     2.4923     0.0013    0.01800    0.00053 
   61.290    149      -16.8     -16.7       2.5188     0.0006     2.5024     0.0009    0.01657    0.00049 
   61.295    149      -16.4     -16.1       2.5331     0.0005     2.5223     0.0003    0.01250    0.00081 
   61.300    149      -16.7     -16.4       2.5472     0.0007     2.5411     0.0005    0.00990    0.00097 
   61.305    149      -16.3     -15.9       2.5562     0.0011     2.5549     0.0006    0.00349    0.00142 
   61.310    149      -16.7     -16.2       2.5642     0.0007     2.5615     0.0008    0.00552    0.00026 
   61.315    149      -16.7     -16.2       2.5713     0.0010     2.5690     0.0007    0.00462    0.00110 
   61.320    149      -16.6     -16.1       2.5694     0.0007     2.5668     0.0002    0.00324    0.00055 
   61.325    149      -16.7     -16.1       2.5703     0.0018     2.5570     0.0005    0.01435    0.00185 
   61.330    149      -16.4     -15.8       2.5489     0.0011     2.5365     0.0004    0.01490    0.00121 
   61.335    149      -16.7     -16.1       2.5313     0.0010     2.5180     0.0006    0.01535    0.00042 
   61.340    149      -16.1     -15.5       2.5220     0.0003     2.5093     0.0004    0.01367    0.00046 
   61.345    149      -16.4     -15.7       2.5184     0.0006     2.5069     0.0010    0.01147    0.00046 
   61.350    149      -16.5     -15.8       2.5202     0.0004     2.5107     0.0002    0.00988    0.00042 
   61.355    149      -16.5     -15.8       2.5225     0.0006     2.5148     0.0002    0.00878    0.00061 
   61.360    149      -16.5     -15.8       2.5242     0.0002     2.5187     0.0002    0.00558    0.00021 
   61.365    149      -16.4     -16.1       2.5280     0.0003     2.5278     0.0002    0.00040    0.00010 
   61.370    149      -16.4     -16.6       2.5370     0.0001     2.5368     0.0002    0.00063    0.00006 
   61.375    149      -16.1     -16.5       2.5468     0.0005     2.5429     0.0006    0.00347    0.00026 
   61.380    149      -16.3     -16.8       2.5559     0.0003     2.5492     0.0005    0.00659    0.00064 
   61.385    149      -16.5     -16.5       2.5583     0.0001     2.5497     0.0006    0.00857    0.00053 
   61.390    149      -15.9     -15.6       2.5557     0.0001     2.5442     0.0004    0.01033    0.00035 
   61.395    149      -15.9     -15.4       2.5523     0.0005     2.5385     0.0007    0.01207    0.00040 
   61.400    149      -16.5     -15.9       2.5563     0.0001     2.5406     0.0002    0.01337    0.00025 
   61.405    149      -16.2     -15.5       2.5633     0.0002     2.5504     0.0007    0.01193    0.00086 
   61.410    149      -16.2     -15.4       2.5684     0.0003     2.5609     0.0006    0.00645    0.00096 
   61.415    149      -16.2     -15.4       2.5648     0.0004     2.5612     0.0002    0.00283    0.00031 
   61.420    149      -16.4     -15.5       2.5498     0.0007     2.5438     0.0009    0.00594    0.00146 
   61.425    149      -16.1     -15.1       2.5300     0.0005     2.5189     0.0001    0.01094    0.00050 
   61.430    149      -16.3     -15.2       2.5123     0.0006     2.4984     0.0005    0.01413    0.00095 
   61.435    149      -16.2     -15.1       2.5018     0.0009     2.4866     0.0003    0.01510    0.00067 
   61.440    149      -15.6     -14.4       2.4990     0.0007     2.4827     0.0008    0.01557    0.00017 
   61.445    149      -15.8     -14.6       2.5007     0.0011     2.4833     0.0013    0.01563    0.00023 
   61.450    149      -16.1     -14.8       2.5055     0.0006     2.4879     0.0013    0.01563    0.00070 
   61.455    149      -15.7     -14.3       2.5079     0.0007     2.4914     0.0012    0.01477    0.00047 
   61.460    149      -15.6     -14.2       2.5085     0.0001     2.4928     0.0009    0.01357    0.00104 
   61.465    149      -15.9     -14.4       2.5055     0.0004     2.4916     0.0004    0.01303    0.00061 
   61.470    149      -15.2     -13.7       2.5012     0.0004     2.4874     0.0007    0.01300    0.00062 
   61.475    149      -15.2     -13.6       2.4986     0.0002     2.4844     0.0003    0.01333    0.00040 
   61.480    149      -15.5     -14.1       2.5012     0.0003     2.4853     0.0007    0.01483    0.00092 
   61.485    149      -15.4     -14.3       2.5095     0.0002     2.4915     0.0006    0.01623    0.00056 
   61.490    149      -15.6     -14.8       2.5223     0.0002     2.5037     0.0005    0.01643    0.00040 
   61.495    149      -15.3     -14.8       2.5373     0.0002     2.5207     0.0006    0.01460    0.00052 
   61.500    149      -15.7     -15.3       2.5475     0.0004     2.5336     0.0005    0.01300    0.00015 
   61.505    149      -15.5     -15.3       2.5537     0.0002     2.5427     0.0003    0.01073    0.00006 
   61.510    149      -15.5     -15.4       2.5577     0.0006     2.5488     0.0003    0.00917    0.00067 
   61.515    149      -15.5     -15.6       2.5630     0.0002     2.5551     0.0001    0.00885    0.00025 
   61.520    149      -15.5     -15.7       2.5669     0.0006     2.5585     0.0003    0.00961    0.00045 
   61.525    149      -15.6     -15.9       2.5679     0.0008     2.5577     0.0003    0.01193    0.00098 
   61.530    149      -15.5     -15.9       2.5665     0.0013     2.5529     0.0006    0.01530    0.00112 
   61.535    149      -15.5     -15.9       2.5636     0.0015     2.5490     0.0011    0.01700    0.00057 
   61.540    149      -15.3     -15.8       2.5634     0.0016     2.5498     0.0012    0.01610    0.00139 
   61.545    149      -15.4     -16.1       2.5637     0.0003     2.5518     0.0004    0.01463    0.00068 
   61.550    149      -15.2     -16.0       2.5586     0.0006     2.5497     0.0001    0.01002    0.00053 
   61.555    149      -15.6     -16.4       2.5552     0.0005     2.5486     0.0002    0.00612    0.00066 
   61.570    149      -15.6     -16.6       2.5654     0.0007     2.5643     0.0006    0.00023    0.00000 
   61.575    149      -15.8     -16.9       2.5586     0.0008     2.5576     0.0006    0.00010    0.00000 
   61.585    149      -15.8     -16.9       2.5338     0.0009     2.5299     0.0004    0.00324    0.00087 
   61.590    149      -15.8     -17.1       2.5261     0.0003     2.5213     0.0006    0.00394    0.00089 
   61.595    149      -15.3     -16.5       2.5306     0.0009     2.5289     0.0009    0.00157    0.00000 
   61.600    149      -15.6     -16.6       2.5405     0.0004     2.5403     0.0004    0.00016    0.00021 
   61.605    149      -15.9     -16.7       2.5522     0.0012     2.5510     0.0006    0.00098    0.00159 
   61.610    149      -15.7     -16.3       2.5562     0.0009     2.5549     0.0011    0.00182    0.00157 
   61.615    149      -15.5     -15.9       2.5483     0.0013     2.5472     0.0007    0.00237    0.00151 
   61.665    150      -15.3     -16.6       2.5439     0.0011     2.5395     0.0007    0.00726    0.00115 
   61.670    150      -15.8     -17.2       2.5514     0.0007     2.5468     0.0005    0.00816    0.00114 
   61.675    150      -15.9     -17.3       2.5567     0.0007     2.5551     0.0009    0.00482    0.00140 
   61.680    150      -16.2     -17.6       2.5536     0.0001     2.5534     0.0001    0.00182    0.00000 
   61.685    150      -15.7     -16.8       2.5558     0.0007     2.5548     0.0005    0.00090    0.00118 
   61.690    150      -15.6     -16.4       2.5601     0.0011     2.5586     0.0002    0.00167    0.00129 
   61.695    150      -16.3     -16.9       2.5618     0.0010     2.5585     0.0003    0.00469    0.00085 
   61.700    150      -16.1     -16.5       2.5558     0.0004     2.5511     0.0009    0.00763    0.00129 
   61.705    150      -15.8     -16.1       2.5490     0.0005     2.5427     0.0004    0.00687    0.00035 
   61.710    150      -15.8     -16.0       2.5466     0.0007     2.5431     0.0010    0.00273    0.00035 
   61.715    150      -15.8     -15.9       2.5453     0.0005     2.5415     0.0002    0.00242    0.00040 
   61.720    150      -15.9     -15.9       2.5449     0.0004     2.5390     0.0003    0.00552    0.00012 
   61.725    150      -15.9     -15.9       2.5444     0.0006     2.5349     0.0010    0.00915    0.00042 
   61.730    150      -16.2     -16.1       2.5482     0.0002     2.5371     0.0002    0.01037    0.00012 
   61.735    150      -16.2     -16.0       2.5497     0.0004     2.5390     0.0005    0.00978    0.00015 
   61.740    150      -15.9     -15.6       2.5462     0.0008     2.5359     0.0007    0.01004    0.00015 
   61.745    150      -16.1     -15.8       2.5355     0.0006     2.5241     0.0009    0.01097    0.00032 
   61.750    150      -15.9     -15.5       2.5205     0.0008     2.5084     0.0011    0.01160    0.00047 
   61.755    150      -16.2     -15.8       2.5127     0.0002     2.5024     0.0005    0.00970    0.00036 
   61.760    150      -16.0     -15.6       2.5176     0.0004     2.5121     0.0007    0.00333    0.00032 
   61.765    150      -15.6     -15.1       2.5277     0.0013     2.5230     0.0028    0.00165    0.00373 
   61.770    150      -16.0     -15.5       2.5395     0.0006     2.5299     0.0009    0.00747    0.00036 
   61.775    150      -15.8     -15.3       2.5436     0.0009     2.5304     0.0007    0.01190    0.00032 
   61.780    150      -15.6     -15.1       2.5426     0.0002     2.5282     0.0005    0.01433    0.00064 
   61.785    150      -16.0     -15.5       2.5403     0.0009     2.5275     0.0008    0.01427    0.00164 
   61.790    150      -15.9     -16.3       2.5375     0.0015     2.5338     0.0011    0.00410    0.00107 
   61.795    150      -15.6     -16.3       2.5296     0.0011     2.5284     0.0007    0.00157    0.00154 
   61.800    150      -16.0     -17.1       2.5305     0.0015     2.5294     0.0007    0.00026    0.00000 
   61.815    150      -16.0     -17.2       2.5348     0.0004     2.5295     0.0004    0.00714    0.00050 
   61.820    150      -16.2     -17.5       2.5378     0.0003     2.5253     0.0007    0.01300    0.00093 
   61.825    150      -16.0     -17.0       2.5413     0.0002     2.5260     0.0008    0.01615    0.00096 
   61.830    150      -16.4     -17.2       2.5438     0.0004     2.5289     0.0010    0.01577    0.00078 
   61.835    150      -16.0     -16.6       2.5472     0.0010     2.5354     0.0009    0.01247    0.00025 
   61.840    150      -16.3     -16.7       2.5558     0.0008     2.5482     0.0006    0.00814    0.00023 
   61.845    150      -16.2     -16.4       2.5611     0.0003     2.5580     0.0005    0.00390    0.00015 
   61.850    150      -16.3     -16.4       2.5578     0.0004     2.5550     0.0003    0.00422    0.00035 
   61.855    150      -16.2     -16.2       2.5511     0.0003     2.5481     0.0002    0.00487    0.00012 
   61.860    150      -16.4     -16.4       2.5489     0.0004     2.5466     0.0006    0.00292    0.00103 
   61.865    150      -16.4     -16.3       2.5419     0.0002     2.5391     0.0002    0.00248    0.00026 
   61.870    150      -16.4     -16.2       2.5317     0.0009     2.5289     0.0008    0.00387    0.00035 
   61.875    150      -16.2     -16.0       2.5334     0.0006     2.5259     0.0005    0.00844    0.00046 
   61.880    150      -15.8     -15.5       2.5486     0.0004     2.5429     0.0006    0.00604    0.00053 
   61.885    150      -16.1     -15.8       2.5712     0.0004     2.5674     0.0006    0.00353    0.00044 
   61.890    150      -16.3     -15.9       2.5795     0.0009     2.5784     0.0008    0.00052    0.00000 
   61.895    150      -16.2     -15.8       2.5759     0.0008     2.5749     0.0006    0.00010    0.00000 
   61.910    150      -16.3     -15.8       2.5573     0.0011     2.5561     0.0007    0.00035    0.00153 
   61.915    150      -16.3     -15.7       2.5585     0.0013     2.5574     0.0002    0.00201    0.00000 
   61.920    150      -16.3     -15.7       2.5653     0.0007     2.5636     0.0005    0.00150    0.00000 
   61.930    150      -16.0     -15.4       2.5583     0.0006     2.5576     0.0005    0.00093    0.00110 
   61.935    150      -16.1     -16.4       2.5517     0.0016     2.5496     0.0003    0.00146    0.00183 
   61.940    150      -16.1     -16.9       2.5562     0.0002     2.5514     0.0007    0.00474    0.00051 
   61.945    150      -15.7     -16.6       2.5619     0.0004     2.5568     0.0004    0.00416    0.00015 
   61.950    150      -16.4     -17.4       2.5668     0.0004     2.5611     0.0001    0.00446    0.00031 
   61.955    150      -16.4     -17.5       2.5681     0.0001     2.5616     0.0001    0.00556    0.00012 
   61.960    150      -16.2     -17.3       2.5656     0.0003     2.5574     0.0005    0.00823    0.00076 
   61.965    150      -16.4     -17.6       2.5612     0.0001     2.5519     0.0004    0.01011    0.00025 
   61.970    150      -16.5     -17.4       2.5566     0.0008     2.5446     0.0008    0.01250    0.00017 
   61.975    150      -16.5     -17.2       2.5521     0.0009     2.5391     0.0011    0.01417    0.00040 
   61.980    150      -16.5     -17.0       2.5503     0.0002     2.5385     0.0006    0.01173    0.00056 
   61.985    150      -16.2     -16.5       2.5508     0.0008     2.5429     0.0006    0.00797    0.00045 
   61.990    150      -16.1     -16.3       2.5626     0.0004     2.5563     0.0004    0.00553    0.00023 
   61.995    150      -16.4     -16.5       2.5725     0.0007     2.5671     0.0002    0.00479    0.00086 
   62.000    150      -16.6     -16.6       2.5694     0.0002     2.5589     0.0004    0.01013    0.00055 
   62.005    150      -16.1     -16.0       2.5505     0.0005     2.5361     0.0012    0.01567    0.00070 
   62.010    150      -16.3     -16.2       2.5289     0.0010     2.5137     0.0013    0.01370    0.00076 
   62.015    150      -16.5     -16.3       2.5234     0.0007     2.5082     0.0009    0.01437    0.00036 
   62.020    150      -16.2     -15.9       2.5239     0.0009     2.5085     0.0017    0.01380    0.00078 
   62.025    150      -15.9     -15.6       2.5246     0.0006     2.5085     0.0010    0.01430    0.00047 
   62.030    150      -16.0     -15.6       2.5230     0.0001     2.5057     0.0003    0.01527    0.00032 
   62.035    150      -16.5     -16.0       2.5225     0.0003     2.5028     0.0005    0.01780    0.00026 
   62.040    150      -15.9     -15.4       2.5260     0.0008     2.5044     0.0006    0.01927    0.00038 
   62.045    150      -16.2     -15.7       2.5329     0.0003     2.5126     0.0005    0.01833    0.00052 
   62.050    150      -15.8     -15.3       2.5437     0.0003     2.5282     0.0004    0.01403    0.00015 
   62.055    150      -16.2     -15.6       2.5514     0.0002     2.5422     0.0004    0.00862    0.00015 
   62.060    150      -16.2     -15.7       2.5527     0.0003     2.5515     0.0013    0.00071    0.00110 
   62.065    150      -16.3     -15.7       2.5533     0.0011     2.5521     0.0006    0.00041    0.00000 
   62.070    150      -15.7     -15.1       2.5549     0.0009     2.5524     0.0008    0.00331    0.00023 
   62.075    150      -16.1     -15.5       2.5593     0.0011     2.5582     0.0007    0.00317    0.00147 
   62.080    150      -15.9     -15.9       2.5676     0.0010     2.5650     0.0017    0.00515    0.00215 
   62.085    150      -16.2     -16.8       2.5744     0.0007     2.5695     0.0027    0.00718    0.00275 
   62.090    150      -16.3     -17.1       2.5728     0.0010     2.5688     0.0007    0.00834    0.00116 
   62.095    150      -16.0     -16.9       2.5773     0.0016     2.5714     0.0013    0.00814    0.00036 
   62.100    150      -16.0     -17.0       2.5742     0.0008     2.5677     0.0010    0.00822    0.00056 
   62.105    150      -15.9     -16.9       2.5660     0.0007     2.5624     0.0001    0.00332    0.00057 
   62.110    150      -16.1     -17.2       2.5685     0.0001     2.5646     0.0004    0.00409    0.00053 
   62.115    150      -16.6     -17.7       2.5642     0.0006     2.5625     0.0012    0.00176    0.00000 
   62.120    150      -16.2     -17.0       2.5592     0.0005     2.5521     0.0013    0.00674    0.00085 
   62.125    150      -16.4     -17.1       2.5585     0.0003     2.5505     0.0004    0.00813    0.00032 
   62.170    151      -16.2     -15.3       2.5631     0.0013     2.5619     0.0009    0.00124    0.00000 
   62.175    151      -16.5     -15.9       2.5680     0.0011     2.5600     0.0005    0.00969    0.00132 
   62.180    151      -16.6     -16.8       2.5665     0.0003     2.5569     0.0001    0.01098    0.00021 
   62.185    151      -16.8     -17.4       2.5592     0.0007     2.5508     0.0003    0.00917    0.00062 
   62.190    151      -16.4     -17.1       2.5502     0.0004     2.5430     0.0003    0.00697    0.00061 
   62.195    151      -16.5     -17.4       2.5444     0.0006     2.5382     0.0006    0.00460    0.00075 
   62.200    151      -16.9     -17.8       2.5418     0.0005     2.5327     0.0007    0.00731    0.00021 
   62.205    151      -16.4     -17.3       2.5416     0.0004     2.5274     0.0003    0.01273    0.00020 
   62.210    151      -16.4     -17.4       2.5404     0.0008     2.5231     0.0006    0.01583    0.00021 
   62.215    151      -16.6     -17.3       2.5386     0.0001     2.5233     0.0002    0.01390    0.00015 
   62.220    151      -16.9     -17.5       2.5393     0.0002     2.5261     0.0001    0.01223    0.00021 
   62.225    151      -16.9     -17.3       2.5413     0.0002     2.5279     0.0001    0.01293    0.00035 
   62.230    151      -17.0     -17.1       2.5423     0.0005     2.5296     0.0005    0.01253    0.00035 
   62.235    151      -16.5     -16.5       2.5440     0.0004     2.5335     0.0003    0.01046    0.00030 
   62.240    151      -16.8     -16.7       2.5467     0.0002     2.5387     0.0001    0.00865    0.00006 
   62.245    151      -16.9     -16.7       2.5491     0.0006     2.5426     0.0006    0.00791    0.00108 
   62.250    151      -16.9     -16.7       2.5506     0.0007     2.5458     0.0003    0.00525    0.00093 
   62.255    151      -16.9     -16.6       2.5504     0.0006     2.5460     0.0004    0.00412    0.00049 
   62.260    151      -16.8     -16.4       2.5480     0.0004     2.5425     0.0001    0.00527    0.00046 
   62.265    151      -16.4     -15.9       2.5484     0.0003     2.5450     0.0010    0.00803    0.00076 
   62.305    152      -16.7     -16.4       2.5312     0.0004     2.5231     0.0008    0.01017    0.00040 
   62.310    152      -16.9     -17.2       2.5408     0.0007     2.5294     0.0007    0.01240    0.00012 
   62.315    152      -17.0     -17.5       2.5480     0.0006     2.5340     0.0005    0.01430    0.00006 
   62.320    152      -17.1     -17.7       2.5529     0.0007     2.5385     0.0005    0.01427    0.00029 
   62.325    152      -17.1     -17.7       2.5581     0.0005     2.5453     0.0004    0.01283    0.00035 
   62.330    152      -17.1     -17.8       2.5641     0.0004     2.5540     0.0001    0.01080    0.00032 
   62.335    152      -16.9     -17.6       2.5684     0.0006     2.5598     0.0010    0.00984    0.00046 
   62.340    152      -16.7     -17.3       2.5711     0.0009     2.5699     0.0005    0.00145    0.00130 
   62.345    152      -16.7     -17.2       2.5678     0.0010     2.5669     0.0005    0.00207    0.00134 
   62.350    152      -16.9     -17.2       2.5669     0.0010     2.5659     0.0005    0.00226    0.00133 
   62.355    152      -16.9     -17.0       2.5677     0.0009     2.5668     0.0007    0.00167    0.00127 
   62.360    152      -16.5     -16.5       2.5669     0.0012     2.5653     0.0002    0.00098    0.00100 
   62.365    152      -17.1     -16.9       2.5594     0.0007     2.5592     0.0005    0.00053    0.00000 
   62.370    152      -16.9     -16.6       2.5511     0.0009     2.5504     0.0009    0.00111    0.00000 
   62.375    152      -16.7     -16.4       2.5468     0.0005     2.5449     0.0011    0.00226    0.00000 
   62.380    152      -16.9     -16.5       2.5489     0.0008     2.5445     0.0004    0.00510    0.00062 
   62.385    152      -16.8     -16.3       2.5495     0.0016     2.5451     0.0005    0.00732    0.00162 
   62.390    152      -16.9     -16.3       2.5473     0.0015     2.5432     0.0002    0.00815    0.00137 
   62.395    152      -16.9     -16.3       2.5394     0.0004     2.5372     0.0007    0.00421    0.00031 
   62.400    152      -16.5     -15.8       2.5368     0.0004     2.5326     0.0008    0.00576    0.00115 
   62.405    152      -17.0     -16.2       2.5411     0.0001     2.5302     0.0003    0.01045    0.00020 
   62.410    152      -16.6     -15.9       2.5483     0.0001     2.5351     0.0003    0.01163    0.00042 
   62.415    152      -16.7     -15.9       2.5542     0.0001     2.5408     0.0003    0.01150    0.00038 
   62.420    152      -16.9     -16.1       2.5569     0.0002     2.5430     0.0003    0.01213    0.00012 
   62.425    152      -16.4     -15.6       2.5594     0.0005     2.5444     0.0003    0.01375    0.00017 
   62.430    152      -16.4     -15.6       2.5671     0.0001     2.5522     0.0003    0.01607    0.00017 
   62.435    152      -16.9     -16.0       2.5697     0.0006     2.5618     0.0005    0.00819    0.00056 
   62.440    152      -16.2     -15.4       2.5722     0.0009     2.5657     0.0007    0.00835    0.00025 
   62.445    152      -16.7     -15.8       2.5680     0.0009     2.5600     0.0021    0.01180    0.00131 
   62.450    152      -16.3     -15.5       2.5731     0.0003     2.5649     0.0008    0.01130    0.00098 
   62.455    152      -16.7     -16.4       2.5740     0.0014     2.5730     0.0004    0.00326    0.00150 
   62.460    152      -16.1     -16.6       2.5765     0.0004     2.5701     0.0003    0.00709    0.00040 
   62.465    152      -16.7     -17.4       2.5719     0.0014     2.5599     0.0009    0.01140    0.00058 
   62.470    152      -16.8     -17.5       2.5660     0.0009     2.5514     0.0009    0.01350    0.00012 
   62.475    152      -16.7     -17.5       2.5613     0.0003     2.5459     0.0004    0.01453    0.00035 
   62.480    152      -16.9     -17.8       2.5601     0.0004     2.5452     0.0004    0.01370    0.00025 
   62.485    152      -16.8     -17.8       2.5614     0.0005     2.5483     0.0007    0.01203    0.00025 
   62.490    152      -16.5     -17.3       2.5634     0.0008     2.5504     0.0008    0.01147    0.00015 
   62.495    152      -16.5     -17.1       2.5641     0.0003     2.5487     0.0005    0.01323    0.00017 
   62.500    152      -16.3     -16.7       2.5634     0.0002     2.5445     0.0003    0.01657    0.00015 
   62.505    152      -16.7     -16.9       2.5666     0.0001     2.5462     0.0004    0.01840    0.00042 
   62.510    152      -16.9     -17.0       2.5707     0.0001     2.5541     0.0006    0.01530    0.00062 
   62.515    152      -16.9     -16.8       2.5720     0.0002     2.5592     0.0002    0.01267    0.00010 
   62.530    152      -16.9     -16.6       2.5500     0.0001     2.5424     0.0009    0.00757    0.00091 
   62.535    152      -16.8     -16.4       2.5389     0.0006     2.5297     0.0004    0.00939    0.00059 
   62.540    152      -16.2     -15.7       2.5301     0.0005     2.5215     0.0003    0.00897    0.00061 
   62.545    152      -16.6     -16.1       2.5261     0.0019     2.5237     0.0003    0.00256    0.00169 
   62.550    152      -16.2     -15.6       2.5359     0.0011     2.5347     0.0004    0.00108    0.00108 
   62.555    152      -16.7     -16.1       2.5453     0.0004     2.5448     0.0003    0.00117    0.00000 
   62.570    152      -16.4     -15.7       2.5495     0.0004     2.5492     0.0003    0.00043    0.00000 
   62.575    152      -16.6     -15.9       2.5545     0.0002     2.5489     0.0003    0.00430    0.00035 
